as_of,value,status
2020-07-01,6372.46,ok
2020-08-01,6508.39,ok
2020-09-01,6704.9,ok
2020-10-01,6713.81,ok
2020-11-01,7068.91,ok
2020-12-01,7772.24,ok
2021-01-01,7972.15,ok
2021-02-01,8470.94,ok
2021-03-01,8988.25,ok
2021-04-01,9324.82,ok
2021-05-01,10166.3,ok
2021-06-01,9631.5,ok
2021-07-01,9450.82,ok
2021-08-01,9370.14,ok
2021-09-01,9324.71,ok
2021-10-01,9829.22,ok
2021-11-01,9728.9,ok
2021-12-01,9551.18,ok
2022-01-01,9782.34,ok
2022-02-01,9943.17,ok
2022-03-01,10230.9,ok
2022-04-01,10174.3,ok
2022-05-01,9395.03,ok
2022-06-01,9067.55,ok
2022-07-01,7544.81,ok
2022-08-01,7990.81,ok
2022-09-01,7746.01,ok
2022-10-01,7651.08,ok
2022-11-01,8049.86,ok
2022-12-01,8371.09,ok
2023-01-01,9007.35,ok
2023-02-01,8936.59,ok
2023-03-01,8856.31,ok
2023-04-01,8809.16,ok
2023-05-01,8243.16,ok
2023-06-01,8396.52,ok
2023-07-01,8476.68,ok
2023-08-01,8347.83,ok
2023-09-01,8276.71,ok
2023-10-01,7941.36,ok
2023-11-01,8189.59,ok
2023-12-01,8407.9,ok
2024-01-01,8351.34,ok
2024-02-01,8304.95,ok
2024-03-01,8692.82,ok
2024-04-01,9445.59,ok
2024-05-01,10117.2,ok
2024-06-01,9648.17,ok
2024-07-01,9385.31,ok
2024-08-01,8981.12,ok
2024-09-01,9259.13,ok
2024-10-01,9533.99,ok
2024-11-01,9075.73,ok
2024-12-01,8909.91,ok
2025-01-01,8976.68,ok
2025-02-01,9330.98,ok
2025-03-01,9735.82,ok
2025-04-01,9172.7,ok
2025-05-01,9531.2,ok
2025-06-01,9835.07,ok
2025-07-01,9770.58,ok
2025-08-01,9671.88,ok
2025-09-01,9994.77,ok
2025-10-01,10739.9,ok
2025-11-01,10812,ok
2025-12-01,11791,ok
2026-01-01,12986.6,ok
2026-02-01,12951.3,ok
2026-03-01,12528.7,ok
2026-04-01,12890.7,ok
2026-05-01,13512.2,ok
2026-06-01,13552,ok
2026-07-01,13542.8,ok
